(,6,4,",",1,0,)
-0.3635883,-0.22990932,-0.19780375,0.25992185,-0.20619725,-0.049129955,-0.1319515,0.2670834,0.054294158,-0.25120723
-0.04887817,-0.022568764,-0.29615614,-0.22737439,-0.05520564,0.20078944,0.082556054,0.1544643,0.26172534,0.2662251
-0.2914625,-0.05668588,-0.15450116,-0.29446545,0.14228253,0.27751836,-0.17176498,-0.321242,-0.081037425,0.06342064
-0.03528108,-0.04536181,0.13316186,-0.19490838,0.11597423,-0.10890275,0.11769424,0.054988742,-0.26109633,-0.2462144
-0.13726018,0.10825672,-0.09071074,-0.1285164,-0.09499843,0.034421593,0.124550775,-0.2874938,-0.264449,-0.23175745
-0.21279047,-0.24696623,0.08371021,0.1572508,-0.0065929447,0.04840372,-0.14749628,0.0030696855,-0.1372969,-0.102444306
0.25282657,-0.24403256,0.28983045,-0.20969965,-0.15064508,0.12325517,0.041804202,0.19693089,0.28344816,-0.1732197
0.1145092,-0.34203064,-0.28756273,-0.16648541,-0.04918784,-0.05477956,0.23686033,-0.013646319,-0.07742297,0.17256244
0.19146703,-0.22473285,0.18315813,0.036184143,0.07550002,-0.09478238,-0.1550428,-0.10092055,-0.057333212,-0.31874475
0.13488594,-0.027877416,0.061960835,-0.023046069,0.11534935,0.0054537067,-0.11126154,-0.1933005,-0.2572534,0.04902415
0.12603265,0.10401402,-0.061545674,-0.13686366,0.1894236,0.31188017,-0.17569041,0.0009297654,-0.110522434,0.023542332
-0.1782105,-0.2023587,0.23453596,0.20072988,0.07151543,0.15691979,0.0038273232,-0.16576776,-0.013470349,0.0499903
0.13375904,-0.046148974,-0.124802664,-0.08677273,0.044363085,-0.35212854,0.25772536,-0.2821139,-0.07821349,-0.0097071575
0.22520247,-0.2733427,-0.272243,-0.046927992,0.024377069,-0.0007279336,-0.1992467,0.1206365,-0.09469495,0.17336732
-0.19423437,0.03843481,-0.15949966,0.1623421,0.2278001,-0.20194912,0.14440304,0.2871258,-0.09949302,0.30275032
-0.18464504,0.1615698,0.1877195,0.15306522,0.105425075,0.031467874,-0.27409002,-0.28691047,0.012784282,0.035658047
-0.2863671,0.054102417,-0.017243357,-0.07512279,-0.28330112,0.07038987,-0.21047454,0.20028926,0.112510026,-0.15915316
0.27718022,-0.030477785,0.17305635,0.122185566,-0.1829699,-0.23585904,0.019212699,-0.29209617,0.08348549,0.081327744
-0.16651905,-0.08001096,-0.34712648,0.13546064,-0.12131023,0.065865785,-0.13155359,-0.2864681,0.26851603,-0.046860535
0.24367976,0.11625271,0.010893239,-0.1572018,-0.120453246,0.25149345,-0.1765257,0.21018806,-0.113768764,0.19891807
-0.03135536,-0.1230454,-0.09643785,0.25737405,-0.081215866,0.21011864,0.20253567,-0.12575433,0.10449471,-0.027744379
0.01244952,0.29801977,-0.08715845,0.011159694,0.13489822,-0.17187122,-0.09266306,-0.09115531,0.17645803,0.12025375
0.09464976,0.08300157,-0.14361829,-0.31629875,0.06741284,-0.17330623,-0.2734763,-0.13642105,-0.06645312,-0.12878296
-0.015672665,0.26280165,-0.17545703,0.25588438,-0.19575797,-0.23443748,0.23212107,0.09997113,-0.09918315,0.007115187
-0.232829,-0.1941024,0.23149754,0.03246905,-0.14818437,0.08452678,0.028298343,0.16050458,-0.18417272,-0.29983822
